,E,I,J,L,input,nthreads,low,high,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
1,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1675.532215,1626.219114,1103.022170,1065.136064,272.440900,221.174730,38.301266
2,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1656.456772,1597.450486,1083.247875,1037.484647,277.175675,222.982632,38.110192
3,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1892.177751,1815.286700,1264.672730,1201.328141,295.386597,243.041108,41.771170
4,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1658.536546,1613.704456,1050.166260,1019.751740,293.230058,233.610143,40.427437
5,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1793.686598,1733.024369,1191.227275,1123.071227,223.696701,287.472155,40.849554
6,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1713.072460,1668.420240,1107.342803,1055.400481,228.191910,293.415560,41.007564
7,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1904.235716,1825.336715,1296.105314,1210.032209,233.509000,296.675396,41.062265
8,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1772.578477,1716.162411,1150.197558,1107.827162,293.373733,237.865952,41.323956
9,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1801.708969,1752.054384,1186.084593,1128.737197,231.446916,297.762036,41.624390
10,1,1,1,1,25,24,1800000,2300000,0 10234101760,1869.331513,1793.237301,1301.860043,1239.679761,275.969923,221.564777,37.477918
11,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1720.236589,1685.189729,1097.163056,1054.977158,233.112749,297.709550,42.138549
12,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1702.932498,1644.430452,1157.952164,1112.618945,264.415129,211.633864,36.024078
13,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1871.674680,1801.334596,1266.838973,1210.053908,285.374388,233.599928,40.061531
14,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1777.651110,1737.112471,1171.549266,1122.543488,228.372970,299.201854,40.932702
15,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1689.945768,1644.760860,1059.621488,1029.137236,291.621707,234.729343,41.894249
16,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1572.928012,1529.169798,962.695816,932.583464,283.233654,228.497191,40.637310
17,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1787.618654,1719.244598,1202.010592,1147.243972,282.737715,231.825045,38.746356
18,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1769.653210,1710.930941,1149.868252,1105.180573,289.582060,236.880709,41.149141
19,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1557.391493,1514.788758,950.127392,921.091844,275.724364,226.486478,40.479820
20,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1647.795254,1604.221021,1042.399077,1011.592635,279.338578,231.514129,40.326544
21,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1713.225145,1660.725541,1123.971024,1084.726275,274.135698,224.067765,39.135610
22,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1906.345231,1830.329616,1292.487505,1230.231719,288.872789,240.432269,40.613469
23,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1676.514587,1645.401260,1100.777052,1062.393797,215.259751,281.994705,38.896659
24,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1765.137283,1692.736039,1205.340881,1147.182387,273.805037,223.743806,36.852343
25,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1833.752516,1765.455491,1245.704697,1191.628038,279.357486,228.966949,38.843437
26,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1681.130552,1647.420654,1097.468750,1056.867508,221.628232,286.290681,39.321627
27,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1726.538288,1701.422362,1095.365031,1062.222693,230.607867,301.250108,42.743612
28,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1769.835711,1706.264736,1174.551406,1124.943419,289.760135,235.807537,39.322155
29,1,1,1,1,25,24,1800000,2300000,0 10234101760,1889.998321,1802.951585,1318.957535,1246.858124,279.463033,224.118837,37.594610
30,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1756.832045,1697.951031,1137.512679,1072.386046,233.714478,295.996353,41.748752
31,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1706.851026,1653.979505,1121.815629,1081.838103,266.818281,219.802125,38.898883
32,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1635.163939,1580.495834,1028.804198,989.333557,285.988157,225.018660,40.208393
33,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1757.654739,1699.882322,1166.332381,1102.500996,219.660541,280.034776,39.939549
34,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1767.678774,1704.353318,1185.940982,1136.650457,279.170047,225.656876,38.410659
35,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1660.632033,1607.295701,1082.301588,1042.793032,272.656978,223.160003,38.233921
36,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1673.019075,1617.485196,1052.927062,1011.920852,287.164891,236.515608,41.091377
37,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1721.906340,1675.683667,1094.306565,1063.530503,294.435378,235.412307,41.608492
38,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1792.500532,1724.384964,1187.205523,1111.204862,224.298783,294.393036,40.866966
39,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1787.200253,1715.287410,1218.758165,1161.694475,279.297177,225.677351,37.404652
40,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1667.727390,1615.413010,1053.103360,1015.959806,292.558106,234.008180,40.680672
41,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1708.213561,1661.748305,1108.626355,1055.467100,225.535550,288.580656,40.450517
42,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1696.394971,1631.257127,1102.762405,1051.183543,275.102101,222.247603,39.415715
43,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1827.624935,1775.653204,1235.839485,1198.270190,282.875203,226.169739,39.142803
44,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1625.882293,1574.594483,998.383526,961.391010,292.186235,237.177716,41.681557
45,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1745.389574,1684.593167,1169.329331,1100.280655,216.863221,286.353648,38.885120
46,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1840.135515,1774.071673,1247.632539,1174.848484,220.973634,284.344786,39.968018
47,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1792.389999,1718.250561,1177.620271,1118.007203,292.879014,241.203386,40.675847
48,1,1,1,1,25,24,1800000,2300000,0 10234101760,1833.676453,1754.769760,1289.769791,1204.103228,208.682693,274.264250,36.533783
49,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1824.490861,1764.104585,1211.705364,1166.462417,292.528199,238.025100,40.464892
50,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1727.460659,1692.490253,1096.790697,1055.275376,234.037582,298.530423,42.609800
51,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1878.926364,1812.889708,1271.183701,1219.849637,284.103648,231.644290,40.224678
52,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1639.450060,1581.892378,1071.587279,1027.985591,273.308059,217.629652,37.549076
53,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1803.990967,1743.308302,1170.549712,1125.537184,298.407000,237.203617,41.942029
54,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1630.641739,1578.907688,1028.459899,990.518052,279.084689,227.674373,39.974498
55,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1762.144502,1680.204621,1206.581938,1138.639191,272.041750,220.356506,36.603936
56,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1775.352450,1715.968539,1177.203249,1133.505114,293.257124,233.229491,39.432710
57,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1779.693635,1717.824374,1195.406554,1148.177261,283.668240,229.096113,38.542454
58,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1616.260637,1568.337481,992.920534,959.848833,288.272093,237.048765,41.362333
59,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1771.506840,1712.930331,1204.344038,1160.573528,273.059508,217.872038,37.472598
60,1,1,1,1,25,24,1800000,2300000,0 10234101760,1770.190791,1711.374358,1230.082917,1184.829129,261.428179,211.751665,35.603333
61,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1714.241070,1661.234895,1109.984544,1051.115892,223.708406,285.990613,40.755123
62,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1783.796033,1721.424740,1175.707432,1128.747927,294.711258,238.361661,40.137790
63,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1705.001480,1665.865202,1087.289669,1041.813734,239.238773,301.804245,41.594696
64,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1734.068402,1675.169400,1143.784531,1098.748174,278.949737,227.475140,39.057670
65,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1601.057251,1581.975707,986.748080,961.726364,229.552123,292.177108,41.524916
66,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1786.870423,1724.935410,1187.769758,1140.122372,290.967834,237.542815,39.608393
67,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1794.018418,1742.427123,1195.812379,1136.581769,223.276950,289.890735,40.423886
68,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1679.686173,1635.205644,1080.574889,1050.215681,283.242491,230.960736,39.732934
69,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1756.205582,1698.882465,1190.585553,1147.240983,274.905137,220.120394,37.371833
70,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1769.045091,1735.545444,1151.773928,1111.740986,232.515718,298.272373,41.637769
71,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1704.108535,1650.953968,1118.244826,1077.854564,277.606829,228.775085,38.771498
72,1,1,1,1,25,24,1800000,2300000,0 10234101760,1807.823456,1751.050844,1256.023835,1212.922195,266.876050,218.255741,36.357502
73,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1704.605297,1652.982085,1073.388013,1036.629348,297.600890,241.340991,41.784249
74,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1725.250347,1692.367982,1127.374393,1087.797653,232.298172,297.059373,40.209979
75,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1955.108599,1870.214097,1300.665281,1210.371476,244.291686,305.684584,44.084519
76,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1715.290707,1662.577834,1086.062757,1047.923615,297.757001,244.607272,41.656992
77,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1877.574080,1809.923200,1291.061400,1216.603194,227.552383,292.501390,39.425383
78,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1787.566116,1733.618485,1172.388839,1133.716689,291.333416,234.000058,40.645391
79,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1687.998949,1633.271173,1073.942335,1033.080267,285.672059,232.495100,40.746383
80,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1789.990401,1728.434037,1201.830634,1154.494826,271.751449,219.803239,38.990220
81,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1654.811232,1590.902096,1050.723694,1001.531512,287.477386,230.911284,40.009402
82,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1795.051406,1734.731063,1184.526919,1138.824600,293.595550,237.282168,40.354424
83,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1779.131563,1724.932464,1178.121400,1138.390273,284.035981,230.264278,39.760775
84,1,1,1,1,25,24,1800000,2300000,0 10234101760,1922.398694,1842.942793,1332.070022,1267.633851,284.963214,230.792086,38.901664
85,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1783.743679,1722.100982,1205.987169,1158.972351,278.482926,225.896730,38.073354
86,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1709.738903,1666.800842,1127.562747,1077.918457,220.807355,287.268341,39.213475
87,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1746.666351,1685.125917,1126.721264,1079.901824,286.812208,231.945679,41.109998
88,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1743.226992,1678.058454,1162.655929,1090.495014,216.411696,284.049849,39.147718
89,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1664.561449,1635.310704,1048.846207,1013.413319,230.605008,294.135469,41.543618
90,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1707.724990,1661.443057,1087.493024,1055.046720,287.061107,239.862668,41.187851
91,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1795.615633,1727.685856,1205.583910,1152.107026,286.338152,231.389419,38.965891
92,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1746.143053,1689.939025,1118.043746,1076.073180,293.745347,241.539339,41.654222
93,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1772.660339,1701.034657,1210.307527,1152.142428,270.103200,221.469424,37.156848
94,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1784.402343,1724.316088,1207.886077,1162.149946,272.459399,218.541688,38.121911
95,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1684.769718,1634.058957,1034.482497,999.231021,308.986253,252.146346,43.064159
96,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1740.674987,1673.479445,1129.147705,1076.688466,291.821886,239.313599,40.469801
97,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1722.396206,1663.911025,1144.010954,1099.621943,278.055404,226.229873,38.243844
98,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1683.199077,1627.918928,1098.409777,1036.611461,219.975540,284.659804,39.455198
99,1,1,1,1,25,24,1800000,2300000,0 10234101760,1918.970325,1866.040069,1343.614018,1284.901918,223.242219,286.902755,38.635843
100,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1637.675736,1592.137010,999.133391,969.136064,293.983827,238.797225,42.411164
101,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1846.401245,1773.916978,1250.900758,1192.710252,283.387377,229.751773,39.376409
102,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1884.591554,1807.035154,1265.451799,1204.239962,300.023558,239.896270,40.863861
103,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1607.934294,1558.771713,1012.967824,977.561039,277.303814,225.291899,39.479559
104,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1740.663436,1695.551469,1146.511919,1094.142763,223.804992,291.792330,40.119379
105,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1826.995254,1756.523273,1239.318210,1183.046845,288.211255,235.579785,38.729650
106,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1645.521239,1606.769806,1051.697347,1006.532440,227.056046,291.147508,40.016878
107,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1695.023575,1653.080015,1118.697525,1090.569140,269.411528,216.470338,38.193269
108,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1822.996917,1772.631744,1201.737501,1144.625957,233.238234,299.381897,41.872276
109,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1817.963931,1751.207046,1249.733566,1176.085691,217.479188,281.448033,38.249558
110,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1703.289030,1643.873520,1075.975813,1030.993242,285.739703,236.386702,41.670424
111,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1662.986313,1603.101179,1084.542068,1038.519150,279.193768,227.692616,38.219017
112,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1866.163022,1817.913833,1222.121552,1167.777617,248.527924,312.427353,43.323996
113,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1787.873339,1719.182938,1213.106233,1158.713987,279.358656,227.429566,37.885941
114,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1737.992306,1675.334338,1141.634112,1093.076642,285.300814,233.572328,39.436854
115,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1718.565999,1671.842817,1105.078671,1073.669464,290.513978,232.645527,40.580880
116,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1813.901579,1759.745744,1212.786496,1152.327640,230.062588,293.552138,40.446747
117,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1962.669386,1903.343262,1336.974914,1271.758620,243.411850,306.605451,42.001227
118,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1758.873983,1699.955508,1200.536305,1155.295546,268.593170,219.225800,36.851687
119,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1743.117857,1699.222811,1141.870834,1112.526338,284.058714,230.394791,39.748424
120,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1769.583399,1703.942751,1173.446931,1122.942565,285.912919,229.866274,39.365051
121,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1671.071213,1618.203077,1049.166901,1010.623537,287.562301,235.681062,41.258009
122,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1688.810699,1658.252920,1074.853056,1037.760896,234.975737,302.056500,41.401879
123,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1729.879289,1657.072988,1157.905364,1098.464858,271.132922,223.255477,37.876025
124,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1776.657333,1709.174226,1153.079101,1100.074889,289.709288,238.485903,41.317807
125,1,1,1,1,25,24,1800000,2300000,0 10234101760,1816.424833,1737.045197,1264.664289,1198.703385,264.355969,218.406113,36.405024
126,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1657.221956,1599.835742,1081.384963,1037.873108,273.271881,223.441895,38.081213
127,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1734.950807,1675.331311,1107.401535,1062.463365,291.547029,241.448652,41.590042
128,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1610.401534,1594.150283,990.066786,965.765033,222.784867,298.312911,42.014049
129,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1847.663406,1784.236786,1258.579027,1209.107255,282.732984,232.740631,38.925892
130,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1692.238540,1660.831103,1079.788073,1041.901674,226.955357,294.048904,41.366174
131,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1586.769395,1537.817288,999.761474,964.392226,271.294039,222.396130,38.982035
132,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1662.852035,1609.781323,1056.207455,1017.820804,290.917799,234.668336,40.187160
133,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1708.947067,1643.288772,1106.227249,1054.049898,279.408801,227.159773,40.042189
134,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1688.988190,1618.496599,1121.999068,1065.283642,267.430705,216.467786,37.511430
135,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1796.963152,1738.542631,1192.582705,1149.096989,286.486301,232.110210,39.939118
136,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1673.031450,1616.187331,1090.441865,1047.755236,276.395505,222.799498,38.529272
137,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1741.192216,1704.749710,1141.735869,1098.798048,224.809085,288.107912,40.423710
138,1,1,1,1,25,24,1800000,2300000,0 10234101760,1899.632676,1834.808184,1316.456563,1266.194761,282.411562,227.048095,38.423212
139,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1704.752182,1658.164196,1129.163874,1096.761357,276.185377,223.034928,37.986469
140,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1685.302960,1637.926040,1035.654557,1003.642729,307.002197,248.466595,43.021203
141,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1875.666856,1800.160892,1262.807769,1202.379348,296.349866,244.007019,40.413768
142,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1729.141008,1678.673541,1124.626340,1067.365235,228.258177,291.991549,40.748926
143,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1842.222949,1783.714022,1251.664931,1186.666461,222.406156,285.227445,39.757714
144,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1758.296905,1690.984865,1192.414046,1139.418076,271.881243,218.355319,37.323358
145,1,1,1,1,25,24,1800000,2300000,0 10234101760,1854.982697,1796.667511,1302.386686,1236.675247,210.574329,278.216812,37.131420
146,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1876.923231,1813.944447,1267.650926,1220.289966,288.813428,230.840546,40.206973
147,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1758.019207,1704.691527,1164.030382,1125.192213,284.443163,231.523114,39.200883
148,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1603.370145,1581.753476,987.546708,959.665251,229.166106,289.029387,41.595908
149,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1775.927460,1717.934739,1173.094600,1108.947375,224.583420,287.487269,40.645420
150,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1794.858750,1747.117496,1164.600116,1132.670518,297.915832,237.141146,41.708118
151,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1746.027237,1689.654817,1189.637578,1146.822007,267.277130,218.646759,36.726322
152,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1756.648588,1692.432955,1176.027676,1126.028946,276.246078,223.617490,38.370865
153,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1698.839449,1661.395332,1082.708265,1038.770018,237.851947,300.287311,41.475672
154,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1686.117375,1656.115449,1073.848480,1037.186475,227.296751,292.526503,41.353355
155,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1692.447938,1631.090349,1105.418517,1057.625721,281.793468,231.283604,38.798762
156,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1815.548874,1756.663345,1200.436125,1155.405656,287.800277,233.789717,40.752430
157,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1726.473055,1660.507064,1173.889374,1121.526077,264.305269,213.491361,36.480315
158,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1663.769132,1635.570266,1049.852339,1014.792464,226.464402,293.460816,41.466616
159,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1680.425476,1641.047090,1077.507890,1051.471285,281.383709,229.509095,40.011792
160,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1602.534868,1541.441547,1046.582991,998.265563,256.293364,208.191163,36.947338
161,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1869.348909,1825.928219,1223.030962,1171.187101,240.395492,315.556076,43.605049
162,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1578.638202,1536.412856,966.659256,938.389665,281.177229,227.719784,40.683645
163,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1697.378175,1663.775146,1104.414475,1063.219743,224.431853,291.313797,40.012845
164,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1723.287036,1674.190186,1102.538193,1067.655564,289.678880,232.730865,41.175042
165,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1775.833241,1711.944197,1193.203474,1142.898879,279.001449,228.365692,38.489762
166,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1705.221646,1684.028638,1090.816893,1062.266391,230.374011,296.308017,41.460216
167,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1680.022950,1623.772966,1061.480305,1020.896884,293.442982,231.822543,40.994977
168,1,1,1,1,25,24,1800000,2300000,0 10234101760,1865.945462,1786.721837,1304.135787,1239.357070,274.315782,223.080609,36.972144
169,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1787.319627,1737.755140,1175.275226,1140.356629,287.205004,238.282440,40.437866
170,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1747.665513,1698.712724,1171.305909,1115.219208,223.202136,289.886020,38.747274
171,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1652.474990,1622.979322,1037.765167,1002.053773,226.659119,288.640318,41.539858
172,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1755.428529,1700.345370,1153.634796,1113.760178,291.762117,231.942918,39.801371
173,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1784.243456,1723.908703,1209.842729,1163.691161,272.124266,220.930287,37.977187
174,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1772.266509,1721.472138,1198.501057,1162.815251,279.615615,223.831331,37.792540
175,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1812.436552,1760.079479,1189.584124,1152.278531,286.507841,231.343418,41.312481
176,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1814.530166,1751.467143,1236.189726,1188.033828,277.395476,223.346761,38.193684
177,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1788.239792,1758.539748,1158.671019,1122.674956,235.354338,299.298431,42.478895
178,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1767.354144,1712.109191,1156.780473,1115.577718,290.758733,240.149397,40.426912
179,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1792.665922,1746.612655,1158.371825,1104.767031,238.343928,308.050434,42.839659
180,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1637.862735,1577.666457,1033.474685,986.870269,282.547137,229.836899,40.140596
181,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1772.507873,1702.058564,1188.690322,1131.971007,281.027497,228.894806,38.633249
182,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1821.226653,1753.966446,1203.736953,1129.109745,233.627307,301.508404,41.619018
183,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1765.592697,1693.994033,1200.903231,1143.791886,270.470046,214.998078,37.362442
184,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1611.860338,1557.868076,990.562592,950.949601,287.224181,234.919646,41.300738
185,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1679.849074,1618.811893,1128.014146,1060.204222,209.221849,271.873335,37.240079
186,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1585.898009,1535.022719,1007.614744,970.848724,273.156939,218.310503,38.361793
187,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1789.394072,1721.507248,1139.531173,1087.238756,305.016678,245.824431,43.150318
188,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1868.471433,1794.399400,1263.152618,1203.840013,286.900188,232.966443,40.013631
189,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1777.753021,1712.374907,1204.467512,1153.511371,278.461087,225.507111,37.811009
190,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1616.737338,1556.363221,1056.235610,1009.704601,265.286572,213.478853,37.089220
191,1,1,1,1,25,24,1800000,2300000,0 10234101760,1831.874371,1761.181548,1266.923478,1210.007783,268.679432,219.402694,37.294956
192,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1731.327166,1674.691177,1143.507127,1100.465516,272.972261,223.812850,38.940591
193,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1730.321473,1676.433673,1102.215591,1062.580460,293.651919,241.423430,41.676417
