,B,C,E,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
346,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,62.005325,60.300842,44.831375,43.541122,6.404907,4.59671,1.171563
347,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.726471,49.72403,28.445297,28.750259,6.963974,5.461838,1.470096
348,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.79422,56.587799,41.944351,40.860077,5.222519,5.067062,1.089805
349,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.573471,60.318634,44.916611,43.250214,7.059448,3.86998,1.201678
350,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.492294,55.977325,33.707687,33.477158,7.214706,5.902618,1.575106
351,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,58.698395,57.294128,42.37291,41.174774,5.598251,4.836258,1.120705
352,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,52.513016,52.273758,29.881409,30.171585,7.878937,5.106308,1.555971
353,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,62.063339,59.949646,45.066467,43.019836,5.477097,5.607956,1.171635
354,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.27179,59.263184,44.324509,42.335236,5.140518,5.642975,1.171275
355,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,53.873672,54.023041,30.667831,31.070084,7.143143,6.432892,1.606193
356,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,48.66008,48.498886,27.970276,27.926529,6.178253,6.291977,1.434104
357,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.104782,59.384262,44.060318,42.497849,5.771973,5.492111,1.171503
358,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,58.247192,56.26207,42.37825,40.512848,5.296463,5.165298,1.090815
359,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,56.170776,55.621231,33.662903,33.423111,7.254395,6.147186,1.55581
360,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.398285,56.095795,33.922028,33.610687,6.163712,7.061768,1.565642
361,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,57.740479,57.05101,34.51622,34.096542,7.218781,6.457123,1.604724
362,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,58.555359,57.088669,42.255371,40.969238,5.534714,4.96611,1.120874
363,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.607376,59.841064,44.338867,42.952606,6.348541,4.646072,1.181234
364,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,55.668503,55.458206,33.317291,33.420212,7.183243,5.756943,1.544363
365,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,61.110901,58.935684,44.335541,42.349731,5.904877,5.212189,1.151089
366,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,61.517517,60.084366,44.58252,43.375946,6.040405,5.135941,1.160989
367,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,51.046265,51.216324,29.131882,29.55394,7.08342,6.031296,1.514825
368,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,48.61235,48.581619,27.88327,28.042587,6.379883,5.906662,1.434526
369,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,53.679672,53.494247,31.603683,31.677307,7.206406,6.23085,1.525436
370,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,59.422562,57.879181,43.033112,41.808945,6.05191,4.578293,1.121233
371,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,50.089218,50.290573,28.625946,29.072174,6.896286,5.927505,1.484774
372,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.310623,58.056778,42.996933,41.902283,5.66922,5.085266,1.120849
373,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.587631,55.958725,33.900696,33.605484,7.525635,5.881714,1.565816
374,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,61.645523,59.717606,44.538986,42.643402,5.267075,5.79747,1.180938
375,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.285889,49.369263,28.238205,28.528671,6.618912,6.220108,1.455184
376,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,60.577667,59.057159,43.655838,42.353088,5.835571,5.092255,1.161297
377,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,57.189438,56.694565,34.21199,34.020691,7.397278,6.276733,1.585666
378,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,54.262817,53.761169,32.678513,32.291504,6.53154,6.562561,1.495189
379,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,50.045395,49.866394,28.637024,28.557083,6.506668,6.488708,1.484867
380,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,57.112305,55.504868,41.444763,40.141235,5.833786,4.391174,1.070603
381,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,48.081696,47.917343,27.642212,27.650986,6.284363,5.819107,1.414999
382,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,63.505692,61.890503,45.692078,44.351562,6.216782,5.156586,1.22189
383,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,61.094803,58.79274,44.329178,42.176346,5.685013,5.351028,1.151232
384,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,62.658173,60.733353,45.029694,43.598785,6.862885,4.392624,1.200501
385,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,59.306107,57.162292,43.056564,41.207474,5.897003,4.742645,1.111232
386,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,55.653885,55.244263,33.422806,33.29628,7.150055,6.071991,1.535602
387,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,58.015366,57.886642,34.711578,34.744354,7.071198,6.661819,1.615031
388,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.693405,49.629929,28.451538,28.713867,6.819641,5.760284,1.464755
389,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,52.073807,51.905075,29.570938,29.67215,7.202927,5.983276,1.556126
390,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,63.69812,61.152084,45.880829,43.676697,6.438507,4.854385,1.220725
391,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,58.978714,57.581116,42.824905,41.577057,5.51741,4.970245,1.110037
392,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,63.719803,61.656708,45.756317,44.268051,7.100525,4.012009,1.220651
393,1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,4 18,61.229828,59.274521,44.076584,42.474747,6.369125,4.739166,1.172015
394,-1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,2 20,57.702805,55.676331,41.977875,40.081116,5.358948,5.085861,1.079912
395,1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,20 2,49.201309,48.910706,28.305664,28.198074,6.541626,6.144012,1.445146
396,-1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,18 4,56.608047,55.605057,33.986877,33.485718,7.936966,5.272095,1.554815
397,1,1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,16 6,56.325607,55.636444,33.82782,33.425934,7.183731,6.082367,1.554822
398,-1,-1,-1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,127 0,52.489212,52.216629,29.805634,29.855911,7.446442,5.888565,1.566409
399,-1,-1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,6 16,62.871933,61.141724,45.158752,43.824539,6.52507,4.781555,1.210572
400,1,1,1,2300000,bfs-gridGraph_-j_-d_3_10000000,1500000,24,0 127,65.411469,63.539597,47.238098,45.804733,6.851944,4.541855,1.241921
