,E,G,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
181,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,117.896698,116.679184,71.318298,70.907043,23.454407,20.594971,3.092136
182,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,133.448685,129.619095,91.067825,88.083984,22.894867,19.529434,2.789956
183,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,134.823792,131.605621,93.579468,91.028900,22.059128,19.746506,2.715724
184,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.937881,111.007828,63.668945,63.523529,23.929855,20.971985,3.212369
185,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,147.502182,144.751221,77.364532,75.941193,28.826675,23.465149,4.748792
186,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,132.281113,128.937881,90.547409,87.786484,22.102570,19.956161,2.753640
187,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,119.112686,117.818542,71.486465,71.163452,24.181320,20.072250,3.160969
188,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,135.495041,131.981400,94.169632,91.454758,22.518539,19.218475,2.716286
189,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.775070,110.913498,63.524033,63.650711,24.348663,20.196960,3.204156
190,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,133.522766,129.822861,90.874298,88.146011,23.116501,19.075409,2.805076
191,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.212387,117.396957,70.853058,70.793152,23.493484,20.554886,3.149903
192,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,135.619171,132.359879,93.889908,91.475006,22.649124,19.209991,2.744285
193,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.198624,127.290100,90.009262,86.974365,22.700012,19.050186,2.705716
194,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,118.550858,117.572327,71.134277,70.982819,23.537704,20.448578,3.150847
195,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,111.323212,110.661392,63.165634,63.413223,24.089142,20.392944,3.202088
196,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,135.031982,132.223190,93.430618,91.449005,22.566010,19.417618,2.736712
197,-1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,16 64,131.975876,128.666489,89.945633,87.498535,22.607010,19.394974,2.765425
198,-1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,127 0,110.092255,109.443161,63.009598,63.145874,23.610580,20.731216,3.130282
199,1,-1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,64 16,117.431900,116.493988,70.516754,70.245850,23.158798,20.809875,3.123135
200,1,1,2300000,delaunay-refine-plummer_-d_2_2000000,1500000,24,0 127,136.534775,132.942322,94.630768,91.920715,22.553375,19.201324,2.756963
