,D,F,K,T,Y,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
985,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2017.980850,1764.571228,1347.687622,1115.709122,305.498596,225.472534,44.180508
986,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2180.269684,2009.307678,1368.181656,1218.303436,326.034241,258.091095,54.209816
987,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1519.703918,1760.311264,845.073273,1099.415970,289.026947,241.083298,44.819065
988,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1581.939804,1902.128723,801.680267,1142.913788,320.709198,243.310852,52.010365
989,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1588.435349,1890.358200,837.911713,1155.938553,307.344452,248.377502,50.130939
990,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1558.063370,1768.439102,878.728043,1103.809662,291.149796,238.181137,45.156452
991,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2141.857697,2013.011856,1344.888763,1247.691147,353.181274,225.249924,52.809078
992,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1510.851837,1720.730103,869.309219,1092.560699,283.224884,236.400711,42.493565
993,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1567.405960,1776.178192,865.258896,1092.436615,305.010162,235.912811,46.603928
994,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1584.814026,1940.219223,820.629715,1197.436584,325.385345,242.491501,50.891586
995,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1573.935135,1867.321701,813.984558,1125.971924,318.511856,240.906479,50.746307
996,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2130.533127,2079.834991,1321.703674,1304.549210,361.015564,221.489334,53.580379
997,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2093.082336,2040.220627,1302.596924,1280.841690,348.120605,225.829147,52.359013
998,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1743.835403,2261.935745,892.862579,1454.895035,390.841446,215.328674,56.098186
999,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,1968.837234,1867.832214,1238.847687,1153.111404,300.807571,247.008713,48.701057
1000,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1999.220154,1827.010040,1316.930984,1166.113480,307.042953,227.294022,45.062294
1001,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1970.232086,1713.793640,1314.405945,1075.050690,292.475525,231.654694,43.355999
1002,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2067.431320,1960.289429,1295.572113,1216.958878,335.782578,229.419037,51.105652
1003,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1538.635529,1925.644058,784.491989,1192.551468,315.934525,240.469269,50.141075
1004,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1518.895340,1715.582413,870.876953,1082.520157,285.819382,233.875168,42.892139
1005,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2083.809296,2027.002823,1295.489395,1268.263290,345.115936,230.419113,52.237194
1006,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1603.328354,1885.363220,843.155777,1143.263779,311.218292,251.580093,50.687263
1007,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1973.385071,1858.930115,1233.925629,1139.117355,313.792786,236.393234,49.214741
1008,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1568.297760,1894.156799,794.197876,1140.411011,319.182556,242.210037,51.626427
1009,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1556.396957,1790.079056,879.029633,1129.133469,295.440231,233.256729,44.916061
1010,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2011.773926,1728.641144,1340.512711,1076.790634,302.255112,224.054962,44.402168
1011,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1933.335785,1755.482605,1268.752228,1108.094040,295.379013,231.142258,43.982327
1012,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1472.216064,1685.599213,821.814697,1046.667435,279.553665,238.968216,43.204025
1013,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,2021.545547,1769.528915,1332.537460,1103.107513,310.585068,223.792908,45.500103
1014,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1538.787247,1772.107803,864.010025,1113.410919,293.926407,234.263489,44.761002
1015,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1543.635773,1739.909058,865.545074,1079.611099,294.908295,233.036179,44.914978
1016,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1992.428986,1923.783432,1233.712296,1185.604385,317.355133,242.933304,50.511070
1017,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1606.913177,1909.050766,836.065872,1156.458359,314.079056,245.857101,51.463104
1018,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2021.486526,1872.851852,1271.827667,1144.739975,319.258057,233.576843,49.864716
1019,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1943.144180,1775.524994,1284.763977,1132.436584,290.515137,234.386871,43.612133
1020,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1932.959946,1845.478485,1273.161926,1205.334015,301.885147,228.636703,43.514137
1021,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1535.232330,1731.717239,883.592987,1092.145279,281.120056,239.267883,43.261097
1022,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1648.666504,1828.195587,919.674500,1118.615723,308.629623,241.362320,48.441601
1023,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1574.582077,1876.590042,829.123108,1145.555481,299.140625,250.520279,49.805027
1024,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,2023.464417,1792.226547,1335.198380,1126.392273,311.704605,223.821243,45.464787
1025,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2011.458023,1945.491745,1246.936996,1203.823441,323.177475,240.531464,50.826363
1026,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1596.301071,1953.242477,808.788391,1188.753281,328.152908,242.247177,52.454006
1027,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2074.025177,2024.713974,1289.885666,1270.075531,345.171173,226.487442,51.968407
1028,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1524.416306,1763.650726,858.122314,1114.949936,297.753967,232.930481,44.085384
1029,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1948.195511,1797.617844,1288.118088,1156.987289,302.375534,227.124557,43.560074
1030,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2033.807617,1879.211227,1281.767761,1148.597824,317.592514,241.264908,49.996426
1031,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1507.248215,1729.332596,848.752823,1083.051102,284.647934,240.298828,43.746113
1032,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1877.729630,1695.256088,1230.611267,1060.412155,278.932785,238.385056,42.932552
1033,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,1985.088043,1857.923248,1239.886200,1131.318619,309.222794,243.527786,49.614639
1034,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2108.743988,2005.118042,1329.439301,1255.036865,341.772095,230.185638,51.587383
1035,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1942.059677,1887.099136,1201.690613,1165.604691,311.432922,243.607788,49.258179
1036,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1494.490753,1738.634430,828.653305,1088.334473,293.030212,234.415558,44.145058
1037,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,2000.615280,1747.639420,1325.582748,1092.421570,301.769470,231.220047,44.621704
1038,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1991.137894,1811.136276,1309.988815,1152.564743,308.642731,226.293549,44.890209
1039,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1546.426895,1768.856888,859.765305,1098.693146,298.230087,236.561768,45.566395
1040,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1562.675766,1889.395691,788.514313,1133.452271,312.877457,249.408981,51.694752
1041,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1906.881760,1704.511353,1268.218933,1079.664551,281.178055,234.199219,42.278961
1042,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1655.391678,2033.076462,852.480377,1258.735580,344.519119,236.491425,53.308262
1043,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1646.836731,1990.229950,850.202286,1220.179886,341.748886,236.226273,52.993721
1044,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1678.073395,2021.045486,880.956390,1251.242859,344.170181,238.092148,53.020351
1045,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1901.417694,1678.205170,1268.220566,1061.425201,290.296219,226.674179,41.809513
1046,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1584.701706,1786.578873,902.167328,1123.873978,304.414032,229.544632,45.163418
1047,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1635.307648,1947.098450,847.755615,1183.639450,333.322235,238.617691,52.460709
1048,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1923.003189,1751.740295,1267.383759,1112.263367,290.339676,235.982590,43.414669
1049,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2052.997162,2023.500015,1282.755722,1280.592102,335.709732,234.691833,51.068905
1050,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1642.251358,2017.059448,862.907700,1265.237946,338.214615,232.500885,51.684250
1051,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2128.281006,2095.352127,1323.150421,1320.419540,351.152344,233.702087,53.407089
1052,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1564.729614,1729.595917,896.978226,1075.430725,286.550583,243.084625,44.347755
1053,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1953.311340,1764.597260,1293.258209,1120.951782,292.942581,234.536728,43.696270
1054,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1563.720276,1897.854843,882.787857,1234.995010,303.294769,240.988480,45.082367
1055,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1631.250870,1989.044449,841.862152,1227.320312,340.630768,239.643738,52.398373
1056,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1596.761429,1824.460037,895.380402,1144.199661,311.323029,233.191696,46.453064
1057,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2122.430557,2076.607361,1322.490479,1309.126129,356.366913,226.375305,52.966663
1058,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2065.340317,1928.840591,1299.126114,1188.514938,331.910904,232.378387,50.839294
1059,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1908.032394,1849.682022,1182.838577,1138.904556,296.743408,251.902756,48.379395
1060,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1518.245270,1754.259796,840.530701,1091.279572,292.059280,240.292221,45.021812
1061,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1552.375000,1760.932693,869.475037,1095.744110,300.114349,234.760513,45.264416
1062,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1540.648239,1929.769867,782.628983,1191.678787,319.398758,243.266205,50.518978
1063,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1956.680817,1825.190308,1283.240158,1175.581329,314.688309,219.944107,44.365517
1064,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2115.004776,2098.809174,1305.654816,1324.646286,364.186081,222.897400,53.511932
1065,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1964.227448,1787.712082,1289.523712,1132.799728,302.776733,230.153763,44.602081
1066,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1580.957184,1783.302582,888.992020,1108.922974,302.792648,235.354324,45.921650
1067,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1980.374542,1696.275528,1323.108383,1056.020615,291.832352,235.129486,43.457485
1068,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1586.995392,1880.495132,821.181915,1134.017334,316.775177,247.899506,51.060650
1069,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2023.818375,1887.139252,1274.481140,1158.649902,316.484711,242.802643,49.850647
1070,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1550.433105,1776.018677,867.817123,1114.873856,307.195541,224.855057,45.118324
1071,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1526.957794,1722.998276,873.026642,1084.499359,290.702499,233.062897,43.306614
1072,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1582.117752,1855.381638,831.730209,1121.894058,310.072617,247.200302,50.107754
1073,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1938.557449,1721.747055,1282.699097,1083.823227,296.284790,226.567307,43.378036
1074,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1903.206085,1696.829117,1266.464066,1072.464279,280.726791,237.648010,42.195362
1075,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2209.687744,2112.107910,1401.336533,1340.473831,367.729218,223.236557,53.367493
1076,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1543.588547,1789.724731,858.016006,1121.361481,301.040192,240.234070,45.460358
1077,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1954.548203,1780.328323,1292.763840,1138.515869,300.246170,227.717407,43.647366
1078,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1602.408936,1892.870239,833.846176,1145.796524,321.789764,242.460007,51.163357
1079,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1546.935699,1781.689362,871.937607,1121.607971,292.371750,240.621964,44.805355
1080,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1907.368927,1723.480347,1264.480179,1095.682709,286.110062,233.624283,42.559631
1081,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1595.400314,1897.161774,811.757980,1133.049377,318.737015,249.764496,52.322186
1082,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1673.532532,2104.136505,861.545090,1322.452164,357.302246,236.030853,53.903526
1083,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1555.786407,1725.500473,884.965408,1069.888580,293.945816,237.738525,44.521461
1084,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1630.473007,1920.991501,862.831818,1172.455200,320.024109,245.896500,51.236996
1085,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1621.989487,2004.854782,832.909256,1242.712326,341.817780,234.839813,52.454342
1086,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2044.904984,1928.876282,1271.654709,1177.844910,326.848618,238.712769,51.515076
1087,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,2123.024612,1893.054031,1398.538803,1190.847137,317.773422,231.533676,48.029594
1088,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1901.953064,1933.896011,1191.276306,1238.981400,299.412064,246.828201,47.265335
1089,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1568.180283,1889.903320,798.451340,1139.703400,315.964447,247.947144,51.326202
1090,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1621.430435,1912.174515,853.702072,1164.801147,317.795837,247.603241,51.156303
1091,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1658.402084,2084.656921,849.869339,1307.991180,358.304337,229.824066,53.628338
1092,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1533.663635,1782.640198,869.195206,1132.389587,291.443375,238.757690,44.096706
1093,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1530.150314,1729.567383,862.309937,1077.309631,293.063370,236.279678,44.298088
1094,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2013.212433,1920.966370,1254.280563,1181.356186,317.837173,241.979996,50.602825
1095,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1882.403061,1732.397980,1233.866928,1097.494659,285.817642,237.512390,42.985340
1096,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1510.557678,1699.913788,871.882385,1073.105225,281.164032,238.320938,42.358532
1097,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1606.244324,1937.594345,848.166885,1202.004700,324.351059,235.384125,50.387127
1098,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2027.617981,1898.853973,1274.030869,1166.716934,320.350845,239.319092,50.131142
1099,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1960.755096,1700.392883,1306.722549,1062.940948,292.619400,230.910522,43.255402
1100,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1640.060394,1963.211929,853.828812,1200.607208,329.969360,243.789719,52.316509
1101,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1932.288757,1717.797104,1277.118912,1076.737473,285.640152,235.845810,43.441948
1102,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2089.190735,1945.333084,1322.030624,1206.003647,333.540573,231.677963,50.809982
1103,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1625.474426,1943.300613,840.222702,1182.951645,330.167984,239.846741,52.202103
1104,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1571.726181,1822.864334,869.890320,1142.630417,312.501541,232.063278,46.442791
1105,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1520.974228,1727.138901,855.944824,1079.099701,296.286087,234.699203,44.033676
1106,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1949.302338,1887.050522,1218.135330,1174.675934,312.847443,236.920349,48.653614
1107,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1535.808090,1729.512985,879.772675,1087.728333,286.203003,236.644653,43.491905
1108,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2074.139206,1826.554611,1377.803925,1154.345291,317.471542,224.331558,45.955971
1109,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2141.219681,2082.457596,1331.140594,1306.608932,357.137802,227.191666,53.591614
1110,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1954.580780,1780.629608,1285.017654,1130.588882,299.479675,231.511917,44.225086
1111,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1568.046219,1790.901062,881.505569,1121.108170,298.543823,237.339569,45.571175
1112,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1577.905014,1954.042038,798.533096,1195.282135,320.549286,249.461639,51.953930
1113,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1823.359787,1658.610626,1209.903137,1056.852997,271.748276,235.715424,40.581970
1114,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1884.871231,1805.618195,1175.347046,1109.964172,291.071411,248.154999,47.291019
1115,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,2086.600845,1918.823685,1378.303345,1241.729355,333.543655,217.007996,46.503338
1116,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1987.557129,1916.422424,1230.528259,1182.385071,319.654526,239.761261,50.265751
1117,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1968.983719,1748.711411,1307.194305,1105.819153,295.634262,229.947098,43.694073
1118,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1587.347870,1894.866959,827.411331,1150.672668,304.522324,256.959320,50.791309
1119,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2060.668228,1960.192307,1285.221924,1209.964859,331.211304,240.063126,51.500374
1120,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1518.342239,1740.269821,841.484711,1076.711823,289.269424,240.903595,45.009399
1121,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1690.378052,2045.341537,875.898361,1250.279099,326.495102,258.366455,54.493271
1122,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1514.935120,1775.113876,867.660767,1141.988281,287.587357,235.164337,42.882027
1123,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1521.865494,1737.381683,861.757935,1090.366013,287.871582,238.894806,43.844116
1124,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1512.198593,1706.256454,853.719604,1060.480835,286.364578,237.566833,43.749596
1125,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2041.293961,1967.335648,1272.666290,1222.540268,327.290894,237.898972,51.101143
