,D,F,K,T,Y,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
799,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2162.935699,2000.472595,1351.844376,1223.272171,356.999451,228.395950,53.706467
800,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1881.618408,1729.678925,1246.943939,1107.262711,277.665237,241.506607,42.038795
801,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1651.853271,1997.043976,868.429123,1240.960114,338.863861,234.592880,51.971462
802,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2075.267838,1918.713974,1312.364502,1178.976746,323.832947,242.695740,50.710045
803,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1610.999924,1992.215134,830.933838,1234.167267,326.510468,243.532288,51.932465
804,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1917.125473,1736.523148,1255.933060,1091.333084,292.801926,233.507431,43.800285
805,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1921.957367,1708.658936,1266.788559,1070.786652,295.090088,229.764648,43.311779
806,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1511.173477,1754.469055,855.169128,1114.539810,293.771759,233.243042,43.412243
807,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1972.193344,1821.283936,1307.817307,1178.068710,305.984207,226.109741,43.789494
808,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1521.019424,1710.278809,872.011414,1073.653000,284.034668,240.052948,43.074524
809,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1930.993851,1722.302475,1274.903198,1081.194275,290.032791,236.189819,43.460415
810,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1607.933884,2007.124817,811.405197,1234.750793,336.384521,245.074326,53.024517
811,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1901.684799,1690.465134,1262.831451,1067.828812,290.962311,228.311050,42.193047
812,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1519.654877,1708.025757,871.031464,1073.643936,289.195084,234.123764,42.979458
813,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,2032.989502,1852.433914,1352.768173,1197.287872,319.044327,222.347122,44.747974
814,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2021.156204,1919.310944,1264.666077,1183.957260,318.233887,247.859253,50.303524
815,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1576.280762,1877.881973,833.750107,1150.239578,304.676285,252.099747,49.583561
816,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1783.675415,2058.803574,995.608353,1284.649277,310.062210,264.681793,52.797802
817,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1514.822357,1743.784073,838.501434,1082.369095,293.959335,240.158844,44.893078
818,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1545.465500,1756.319946,862.594925,1090.900681,301.040894,236.194504,45.264378
819,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1932.022064,1847.491653,1213.844086,1146.250107,306.015732,244.413971,47.788303
820,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1520.751907,1748.702652,859.125885,1101.634750,293.088272,237.216949,43.867508
821,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2102.323730,2041.250061,1311.218262,1281.948868,355.853561,230.712250,52.352543
822,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1927.632751,1730.660324,1289.676941,1107.654114,288.692719,235.282669,42.161026
823,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1972.430969,1887.989471,1224.893066,1159.495438,316.638504,245.833603,49.757912
824,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2078.727646,1964.652374,1298.011749,1210.886078,340.693069,236.983383,51.791599
825,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1994.032623,1884.624283,1238.939453,1149.399994,316.760986,246.168839,50.263084
826,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1633.451035,2020.048294,835.762741,1251.300491,347.267303,234.900635,52.924706
827,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2102.620514,1947.105591,1327.127045,1197.751038,338.571991,234.774811,51.478218
828,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1629.216965,2034.550293,823.830780,1256.630280,346.829254,241.988220,53.533630
829,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1586.914352,1888.683029,820.621399,1140.052277,318.245239,247.431091,51.225471
830,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1655.247147,2009.575211,857.184586,1237.481674,346.478668,239.441803,53.149509
831,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1915.642212,1678.470169,1266.164017,1045.328659,295.465225,230.242523,42.977200
832,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1509.210358,1737.201874,840.359238,1082.098953,290.746552,242.851440,44.426479
833,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1597.962769,1880.466675,833.335464,1132.317703,315.590759,252.937332,51.129913
834,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1859.264755,1723.246490,1218.446777,1094.393967,281.906921,239.497787,42.522804
835,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1513.791443,1732.653793,840.983017,1072.899933,289.025330,245.522003,44.722179
836,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1554.225372,1760.612122,873.779099,1095.222534,295.328903,241.318710,45.202431
837,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1486.557388,1687.341354,839.731552,1054.214844,288.562225,237.452759,42.878647
838,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1931.946457,1752.984192,1280.086227,1118.921326,296.219559,232.492584,43.058254
839,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2077.588150,2010.076843,1291.889038,1254.221924,347.095016,233.959137,52.044086
840,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1626.459152,1988.992966,835.406311,1224.696930,341.171997,238.034607,52.534077
841,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1536.627945,1739.373276,863.054886,1080.813461,294.903229,236.289398,44.714180
842,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1924.294617,1837.946671,1256.356812,1185.397949,293.901779,240.405182,44.278984
843,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1643.327042,2016.140549,845.366272,1246.358231,345.261215,236.527924,52.973911
844,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1881.125305,1702.188370,1244.060272,1077.741547,282.801071,234.215820,42.220306
845,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1497.471375,1696.561447,860.446213,1071.951263,284.152786,236.749207,42.220329
846,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2023.273956,1931.681763,1263.806778,1195.700607,329.080093,234.891846,50.453232
847,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2064.242325,1776.776749,1377.787262,1113.647934,314.907776,223.599823,45.306137
848,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1618.348709,1963.258820,823.629196,1194.066162,337.864410,240.346893,52.856083
849,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1532.650345,1761.533768,843.493378,1087.825790,298.709717,239.160248,45.802502
850,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,2197.359604,2060.736145,1427.310043,1307.722183,315.512665,259.678589,51.408405
851,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1587.350235,1925.846130,820.551331,1176.525543,317.561310,255.058090,51.182625
852,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,2016.820465,1804.020294,1328.151291,1138.022751,315.792221,227.909470,45.479855
853,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,2054.248413,1806.414581,1369.510406,1145.272034,313.701385,225.741577,45.134571
854,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2097.715347,2041.872284,1312.161224,1289.344391,355.101273,221.979431,51.882935
855,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2028.288757,1937.932281,1262.170364,1199.150131,336.592316,231.544022,50.735580
856,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1517.384277,1729.350067,856.801376,1083.205414,293.263153,234.549622,43.822372
857,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2103.979340,2000.742722,1320.101990,1247.626831,349.621155,227.319901,51.896358
858,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2099.514038,2070.017395,1306.306473,1310.329163,356.795853,223.075317,52.401718
859,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2014.743530,1954.492432,1256.950958,1220.985107,327.623672,236.168198,50.263500
860,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1619.012543,2030.067154,812.909103,1253.401154,351.867172,237.567429,53.497894
861,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2058.496552,1964.542862,1295.478195,1225.548294,330.710281,237.767380,50.674667
862,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1613.087433,1981.314499,845.479813,1235.179871,322.622040,244.173523,51.079136
863,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1688.182037,2004.913162,884.072037,1229.349335,346.522369,232.315796,53.433105
864,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1548.296600,1755.116577,883.147736,1103.144165,288.614899,238.863510,44.217220
865,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1544.829102,1743.417740,871.206497,1083.015640,288.294952,242.591034,44.798588
866,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1545.868073,1885.817047,804.689728,1162.449585,313.717484,243.822052,49.423897
867,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1938.482330,1745.822601,1281.136780,1105.589325,295.302338,230.184418,43.510300
868,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2080.901581,2015.921539,1290.526978,1254.741226,344.965424,233.098862,52.415928
869,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1937.441635,1722.484726,1294.074448,1095.196152,287.465256,234.063309,42.506348
870,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1553.360382,1816.031952,860.214157,1142.341064,308.555130,236.782303,45.905952
871,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1649.986115,2019.323486,842.621704,1240.090576,342.793457,240.208023,53.652256
872,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2079.733627,1864.239655,1306.328247,1113.941101,323.790070,242.282959,51.490833
873,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1640.472885,1997.572083,834.845764,1218.897202,340.539612,239.878906,53.589260
874,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1649.017410,2029.596191,848.540359,1255.299423,344.517731,237.362106,53.296429
875,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1599.607590,1873.721375,844.230179,1133.448776,308.430084,251.194382,50.561203
876,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1558.031784,1740.858994,874.791946,1073.770752,298.702423,238.872284,45.392014
877,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1843.703217,1673.220505,1225.314636,1067.059982,278.461090,234.618942,40.920692
878,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1539.076309,1735.161926,853.463425,1066.035736,297.857468,239.832886,45.503300
879,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1515.982285,1714.609436,856.328979,1066.740952,282.215851,246.083878,43.856125
880,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1946.541092,1777.133163,1273.202942,1122.755127,305.145248,228.600922,44.555237
881,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1525.727234,1740.593292,874.114761,1100.722519,283.174438,244.389954,43.264992
882,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,1931.608017,1828.241760,1211.242493,1121.751831,299.692001,250.313690,48.062618
883,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,2007.754623,1828.318817,1330.028671,1173.465424,314.542847,224.335800,44.664776
884,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2152.248947,2095.431046,1359.594330,1335.086502,356.321487,231.959961,52.412197
885,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1600.993683,1882.972443,831.416885,1131.175125,315.184143,248.770493,51.386166
886,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1941.972488,1711.711319,1297.764938,1083.312943,291.069077,230.042847,42.597946
887,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1929.602844,1836.374725,1193.657425,1115.753052,303.605331,249.662094,49.100857
888,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1507.807358,1743.893997,846.266479,1096.095535,287.991699,240.602737,43.909641
889,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1911.543350,1775.934250,1251.856781,1131.402634,290.060867,241.116028,43.710617
890,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1943.209854,1788.209000,1222.247147,1085.823044,308.049866,242.977112,47.912258
891,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1532.742386,1728.294891,878.663101,1088.167313,288.666656,237.055161,43.387154
892,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2015.139206,1935.776489,1255.065186,1198.604065,324.346268,242.829865,50.511097
893,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1943.669678,1767.175537,1287.331314,1128.132645,295.929703,228.640381,43.392242
894,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1598.980423,1878.357162,843.143555,1140.217606,313.109604,249.546814,50.404350
895,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1571.188370,1901.114807,812.615051,1160.218964,316.208496,248.033173,50.641758
896,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1934.723297,1841.442245,1204.863892,1126.655518,303.427719,247.401566,48.720924
897,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1608.769211,1912.832397,821.775406,1147.212036,328.052322,246.849762,52.524521
898,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1558.789337,1775.987244,875.503922,1109.204102,299.748413,237.165192,45.375313
899,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1965.138550,1856.584747,1233.203339,1144.339188,317.488266,236.858780,48.691467
900,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1939.959366,1688.637054,1286.774200,1052.785370,295.394424,228.214432,43.197327
901,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1907.123001,1728.856720,1264.897644,1102.309586,290.969482,231.244781,42.457920
902,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2104.474625,2015.284637,1312.626633,1254.849197,350.409286,230.590652,52.411381
903,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1555.090042,1849.271545,805.599640,1116.362488,307.217346,251.828156,50.015507
904,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1947.892227,1722.643372,1296.167206,1086.996246,291.915695,232.110580,43.116489
905,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1538.041336,1740.419754,860.601334,1078.267075,296.881927,239.953796,44.977581
906,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1512.868011,1740.857025,856.740250,1098.406540,289.142929,241.523422,43.509876
907,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1947.895950,1828.422623,1274.967712,1175.882324,307.609344,229.384766,44.449089
908,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1623.758850,1918.195709,854.044724,1171.105118,328.546295,240.804047,51.215302
909,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1878.188751,1708.673294,1230.947311,1075.159744,287.013855,236.011963,42.917507
910,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1538.950378,1773.200241,882.413605,1129.544128,286.753647,244.384277,43.576641
911,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1564.078140,1833.791824,858.464294,1150.097198,317.880249,233.737762,46.700836
912,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2060.783813,2039.171310,1275.737457,1283.143600,348.858200,232.953751,52.059578
913,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2115.806335,2020.940308,1312.693390,1248.974274,351.930908,234.360321,53.255287
914,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1504.314407,1756.476074,836.404510,1106.010910,298.644180,236.337173,44.210827
915,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1879.159042,1689.919342,1246.148056,1070.620987,284.340652,236.435028,41.889736
916,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1926.679642,1737.180359,1287.251068,1114.038498,288.985489,234.414307,42.229027
917,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2120.288177,2041.987442,1321.373550,1273.462936,350.991165,236.879150,52.944145
918,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1836.002869,2111.920532,1027.641342,1328.193054,339.134613,249.237274,53.836845
919,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2138.798569,2047.941727,1347.170197,1290.081039,355.217972,228.007492,52.323174
920,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2111.710846,1999.151779,1331.026932,1249.496063,346.591370,231.015762,51.641804
921,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1574.626205,1891.052597,819.822586,1152.061325,308.152359,255.734161,50.403374
922,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1921.846710,1710.076752,1270.530197,1074.517715,291.074524,230.619812,43.110989
923,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1525.845703,1842.729507,792.816345,1125.342896,301.709778,246.998535,48.876553
924,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1960.489944,1839.204971,1230.129211,1128.141876,312.789886,236.548737,48.587688
925,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1633.179031,1957.195465,844.657059,1193.204453,332.292984,241.042831,52.492378
926,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1570.404282,1742.698975,898.398682,1087.621735,293.413284,237.197647,44.527138
927,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1600.105637,1941.264130,845.972076,1207.168365,321.409225,243.228439,50.234642
928,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1575.945282,1971.011978,797.186981,1214.647476,335.384521,239.960632,51.913143
929,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1540.807495,1776.013336,860.512634,1109.348694,294.339645,240.842422,45.293659
930,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1636.360413,2054.930450,833.605011,1279.195038,347.965836,240.318100,53.435959
931,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1563.776367,1877.380280,809.906937,1138.319046,309.731903,248.442993,50.474766
932,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1590.960205,1887.662292,838.125732,1150.780319,314.137787,245.038452,50.363441
933,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1617.825699,1946.145065,836.731400,1184.923935,328.333527,242.919174,52.223171
934,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1536.092392,1752.344421,869.165787,1096.504578,287.093552,241.624069,44.446552
935,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1500.333054,1721.161774,860.598938,1092.939529,283.475128,235.598709,42.485786
936,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1519.860977,1764.231506,849.069992,1106.960327,293.495987,240.395264,44.598454
937,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1607.636246,1984.296631,828.454895,1227.104675,335.633591,238.819626,51.959354
938,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1895.214142,1694.714890,1260.476822,1072.880463,285.143738,232.381088,42.060303
939,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2017.034821,1865.568771,1266.987198,1135.761856,320.364471,239.245926,49.937309
940,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1962.271698,1793.491180,1298.753098,1148.206924,298.849701,231.379028,43.856045
941,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2114.376938,2070.612625,1312.634033,1300.173615,352.750153,228.821976,53.099667
942,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2087.421677,1880.526505,1320.833374,1139.770615,328.964676,235.640137,50.860119
943,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1944.543762,1742.885757,1300.583389,1118.345978,297.314682,227.068680,42.398449
944,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1953.071259,1724.245239,1292.874069,1081.619019,295.583527,231.922363,43.634296
945,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1524.137543,1772.127457,845.083923,1109.463974,300.188339,237.711319,45.014603
946,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1945.128525,1733.868698,1288.903244,1094.865387,294.663864,230.416275,43.371407
947,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1603.146927,1813.017807,906.333389,1134.147644,304.800949,238.445724,46.221497
948,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1529.332275,1732.006378,873.529770,1091.487396,293.024628,233.855103,43.446800
949,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1821.593582,1679.636459,1200.987335,1070.807907,277.000412,235.080551,41.074482
950,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2146.636551,2038.113892,1342.143372,1266.963379,355.161453,226.431244,53.237873
951,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,1989.258865,1921.405838,1228.630417,1183.082336,325.082062,243.307358,50.558662
952,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1862.221512,2268.502075,979.694931,1424.270447,385.103485,238.133331,58.529606
953,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1969.252502,1785.096588,1293.451675,1129.884354,305.975021,230.121338,44.632229
954,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1540.783325,1866.496628,776.627655,1118.390839,309.352493,252.301956,51.075363
955,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1915.608276,1720.684296,1269.914001,1088.991776,285.721436,236.231827,42.785397
956,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1504.977264,1699.089401,847.686020,1053.627151,284.220413,241.055328,43.689640
957,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1523.629745,1829.411957,794.138199,1114.494812,301.537857,248.170319,48.684593
958,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1917.795364,1761.658768,1205.359970,1065.521088,303.088318,242.007126,47.430939
959,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1933.484161,1897.884674,1192.181396,1174.880005,311.248306,242.925446,49.375534
960,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2026.391922,1956.370392,1264.407776,1220.674545,333.986343,235.313141,50.503902
961,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1572.695419,1768.698135,888.283691,1100.847061,298.398041,237.262146,45.438324
962,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1505.566681,1762.079208,835.348724,1105.119125,287.741043,242.303696,44.524696
963,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1939.178711,1712.369293,1278.259766,1066.719208,290.361115,234.185959,43.800251
964,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1931.062027,1843.384811,1206.768127,1135.999695,303.466095,244.349228,48.204967
965,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1880.681137,1713.975128,1240.611755,1090.188309,289.344727,230.346909,42.259365
966,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1654.841660,1984.597977,855.899002,1212.533905,340.560028,233.931183,53.144344
967,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1591.821075,1910.703857,833.770111,1171.543900,313.659027,243.720108,50.535515
968,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1533.101242,1794.662399,860.151215,1139.107224,299.363297,234.768173,44.567417
969,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1638.010986,1864.681076,849.128952,1100.663956,334.980164,240.907913,52.524895
970,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,1989.753464,1860.889359,1253.180328,1142.337921,313.389282,240.775772,49.095806
971,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1584.034088,1796.913925,900.700027,1133.220596,306.130234,231.617935,45.215412
972,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1926.084885,1710.918640,1273.352448,1073.063004,288.514099,237.220230,43.247070
973,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1502.713120,1727.702911,842.842819,1083.167984,293.435501,233.177216,43.739120
974,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1544.308304,1919.958328,786.631454,1183.991638,323.275986,241.600357,50.405170
975,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2017.808685,1927.194565,1256.831116,1187.335052,323.330536,240.236176,50.679958
976,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2094.013184,1922.495895,1302.949783,1161.169510,343.944489,233.436752,52.464451
977,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1967.281464,1864.464539,1226.389343,1143.135956,313.025452,240.117065,49.316582
978,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1960.551437,1786.312393,1295.808029,1141.524780,301.615585,232.443054,43.866951
979,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1607.830429,1928.829926,824.277466,1168.557953,332.403458,242.087250,52.171715
980,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1896.994217,1721.556183,1256.379715,1096.128387,288.177628,230.809250,42.366486
981,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2068.335495,2020.320847,1283.392334,1264.530106,340.945496,233.368179,52.010929
982,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1589.032959,1951.172150,824.751404,1206.568909,318.530334,247.687912,50.918919
983,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1907.130188,1746.684067,1255.157669,1112.383255,295.854858,229.947159,43.076199
984,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1969.994064,1682.662674,1320.337387,1051.071136,294.566849,226.679672,42.884033
